batch_size,kernel_key,grid,block,static_shared,dynamic_shared,kernel_ms,sm_pct,tensor_pct,dram_pct,dram_gbps,l2_pct,l2_hit_pct,occupancy_pct,theoretical_occupancy_pct,registers_per_thread,shared_bytes_per_block,replay_passes,l2_gbps,l1_hit_pct,active_warps_per_scheduler,eligible_warps_per_scheduler,issued_warps_per_scheduler,no_eligible_pct,issue_active_pct,warp_cycles_barrier,warp_cycles_branch_resolving,warp_cycles_dispatch_stall,warp_cycles_drain,warp_cycles_imc_miss,warp_cycles_lg_throttle,warp_cycles_long_scoreboard,warp_cycles_math_pipe_throttle,warp_cycles_membar,warp_cycles_mio_throttle,warp_cycles_misc,warp_cycles_no_instruction,warp_cycles_not_selected,warp_cycles_selected,warp_cycles_short_scoreboard,warp_cycles_sleeping,warp_cycles_tex_throttle,warp_cycles_wait,stage,reference_total_ms,reference_count,samples,stage_rejected
5,loop_transpose_fusion_2,"(800, 1, 1)","(128, 1, 1)",0,0,0.004288,5.21,0.0,7.4,53.40298507463,31.54,94.2,56.44,100.0,16.0,1024.0,17.0,842.2462686567201,2.83,7.34,0.31,0.09,91.32,8.68,0.0,0.22,0.04,8.02,11.84,0.25,54.67,2.7,0.0,0.27,0.01,0.96,2.53,1.0,1.68,0.0,0.0,1.74,action,5.615037,1800.0,1,
5,loop_transpose_fusion_3,"(765, 1, 1)","(128, 1, 1)",0,0,0.005632,12.01,0.0,42.61,306.13636363636,18.14,42.4,52.66,100.0,25.0,1024.0,17.0,485.69318181818005,64.36,6.53,0.47,0.18,82.41,17.59,0.0,0.07,1.32,0.24,3.56,0.16,25.22,1.58,0.0,0.03,0.0,0.32,1.69,1.0,0.31,0.0,0.0,1.18,action,5.52016,1800.0,1,
5,loop_transpose_fusion_4,"(4096, 1, 1)","(128, 1, 1)",0,0,0.012992,8.68,0.0,79.16,575.00492610837,24.34,50.71,69.74,100.0,16.0,1024.0,17.0,656.26108374384,5.85,8.49,0.13,0.09,91.24,8.76,0.0,0.31,0.1,0.99,3.64,0.0,84.99,0.2,0.0,0.35,0.01,0.61,0.43,1.0,1.26,0.0,0.0,2.12,action,16.917384,1800.0,1,
5,loop_transpose_fusion_7,"(1470, 1, 1)","(128, 1, 1)",0,0,0.009375999999999999,6.59,0.0,71.53,518.08873720137,48.42,74.75,71.43,100.0,16.0,1024.0,17.0,1297.1433447099,55.7,8.86,0.21,0.08,92.23,7.77,0.0,0.19,0.26,7.63,5.97,7.75,80.71,1.19,0.0,1.38,0.01,0.54,1.76,1.0,2.02,0.0,0.0,2.0,unattributed,0.278306,30.0,1,
5,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","(2, 1, 1)","(256, 1, 1)",0,0,0.002176,0.08,0.0,0.29,2.05882352941,1.25,93.32,13.14,100.0,16.0,1024.0,17.0,33.26470588235,20.69,1.87,0.1,0.09,91.38,8.62,0.0,0.46,0.09,0.23,15.45,0.0,0.0,0.09,0.0,0.0,0.01,1.83,0.14,1.0,0.39,0.0,0.0,2.6,vlm_embed,0.051489,30.0,1,
5,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T9 *, T8 *, T5 *, const T6 *, const T6 *, const T10 *, const T4 *, T10 *, void *, long, T6 *, int *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",0,0,0.003264,10.95,0.0,18.45,133.33333333333002,7.75,38.54,40.02,100.0,38.0,1024.0,17.0,209.0,0.0,4.62,0.35,0.2,80.3,19.7,0.0,0.31,0.15,0.02,5.87,0.32,9.52,0.4,0.0,0.12,0.02,2.42,0.8,1.0,0.0,0.0,0.0,2.81,action,3.603317,1800.0,1,
5,wrapped_concatenate,"(9680, 1, 1)","(128, 1, 1)",0,0,0.059232,4.44,0.0,89.56,652.3760129659601,40.57,50.03,83.13,100.0,16.0,1024.0,17.0,673.2171799027601,0.0,10.13,0.05,0.04,96.07,3.93,0.0,0.24,0.24,27.74,1.24,6.59,190.77,0.36,0.0,9.34,0.0,0.32,0.38,1.0,14.93,0.0,0.0,1.79,vlm_prefill,10.522819,180.0,1,
5,wrapped_concatenate_1,"(400, 1, 1)","(128, 1, 1)",0,0,0.003104,4.68,0.0,9.7,70.43298969072,6.2,59.41,32.46,100.0,16.0,1024.0,17.0,166.40206185567,21.64,4.1,0.18,0.11,89.26,10.74,0.0,0.18,0.22,0.52,15.1,0.0,14.87,0.7,0.0,0.0,0.0,1.14,0.7,1.0,0.81,0.0,0.0,2.3,action,2.699503,1800.0,1,
5,wrapped_convert,"(1470, 1, 1)","(128, 1, 1)",0,0,0.00552,8.35,0.0,61.285,443.80696330152006,26.16,80.53999999999999,59.565,100.0,16.0,1024.0,17.0,704.85819666622,0.0,7.145,0.14,0.09,91.205,8.795,0.0,0.41,0.225,3.96,12.34,0.01,53.900000000000006,0.32,0.0,0.67,0.01,1.52,0.62,1.0,3.06,0.0,0.0,2.795,vlm_embed,0.161472,30.0,2,
5,wrapped_convert,"(9, 1, 1)","(128, 1, 1)",0,0,0.002656,0.07,0.0,0.29,2.07228915663,0.99,91.22,8.3,100.0,16.0,1024.0,17.0,26.46987951807,0.0,0.98,0.01,0.01,98.72,1.28,0.0,0.4,0.0,1.08,42.17,0.0,25.81,0.0,0.0,0.0,0.0,4.84,0.0,1.0,1.3,0.0,0.0,1.7,vlm_embed,0.017312,10.0,1,
5,wrapped_convert_1,"(40, 1, 1)","(128, 1, 1)",0,0,0.0027519999999999997,0.3,0.0,1.25,9.023255813950001,1.32,74.91,8.15,100.0,16.0,1024.0,17.0,35.59302325581,14.08,1.02,0.01,0.01,98.7,1.3,0.0,0.4,0.0,1.06,39.0,0.0,27.29,0.0,0.0,0.0,0.0,4.47,0.0,1.0,1.3,0.0,0.0,1.7,action,3.049205,1800.0,1,
5,wrapped_slice,"(1, 1, 1)","(2, 1, 1)",0,0,0.00224,0.0,0.0,0.18,1.31428571429,1.03,89.69,2.08,33.33,16.0,1024.0,17.0,27.57142857143,0.0,1.01,0.01,0.01,99.0,1.0,0.0,0.53,0.0,1.4,55.0,0.0,32.67,0.0,0.0,0.0,0.0,6.67,0.0,1.0,0.13,0.0,0.0,1.87,vlm_prefill,0.012704,10.0,1,
5,wrapped_slice,"(2420, 1, 1)","(128, 1, 1)",0,0,0.008159999999999999,6.63,0.0,63.14,457.03529411765004,23.18,51.17,67.85,100.0,16.0,1024.0,17.0,623.3921568627501,0.0,8.42,0.06,0.05,94.99,5.01,0.0,0.59,0.14,1.95,12.01,0.0,147.2,0.4,0.0,0.08,0.0,1.59,0.28,1.0,2.43,0.0,0.0,2.3,vlm_prefill,1.254311,180.0,1,
